lat,lon
27.1224577777778,74.8455466666667
27.1224577777778,74.8455466666667
27.1224577777778,74.8455466666667
27.1224577777778,74.8455466666667
27.1224577777778,74.8455466666667
27.1225377777778,74.8454933333333
27.1224577777778,74.8455466666667
27.1226777777778,74.8456711111111
27.1225555555556,74.8457333333333
27.1219911111111,74.8458133333333
27.1213088888889,74.8459911111111
27.1208822222222,74.8460977777778
27.1208822222222,74.8460977777778
27.1208822222222,74.8460977777778
27.1208822222222,74.8460977777778
27.1208822222222,74.8460977777778
27.1205644444444,74.8462133333333
27.1200666666667,74.8463377777778
27.1192377777778,74.8465511111111
27.1192377777778,74.8465511111111
27.1181822222222,74.8468088888889
27.1169511111111,74.8471111111111
27.1156088888889,74.8474666666667
27.1142333333333,74.8478755555555
27.1128933333333,74.8482933333333
27.1114666666667,74.8487377777778
27.1114666666667,74.8487377777778
27.1100377777778,74.8491466666667
27.1086111111111,74.8495822222222
27.1071777777778,74.8500444444444
27.1057177777778,74.8500622222222
27.1042488888889,74.8499644444444
27.1027755555556,74.8501066666667
27.1014222222222,74.8507644444444
27.1004111111111,74.8509511111111
27.0997666666667,74.8509333333333
27.0991888888889,74.8508711111111
27.0986155555556,74.8508177777778
27.0977711111111,74.8508177777778
27.0966311111111,74.8510222222222
27.0952933333333,74.8512888888889
27.1042488888889,74.8499644444444
27.0939644444444,74.8515644444445
27.0926733333333,74.8518133333333
27.0912688888889,74.8521333333333
27.0898111111111,74.8524355555556
27.0883466666667,74.8527288888889
27.0869133333333,74.8530311111111
27.0869133333333,74.8530311111111
27.0854844444444,74.8533511111111
27.0840488888889,74.8536266666667
27.08258,74.8538933333333
27.0811111111111,74.8542133333333
27.0796622222222,74.8545155555556
27.0782266666667,74.8550222222222
27.0782266666667,74.8550222222222
27.0768644444444,74.8557244444444
27.0755177777778,74.8564533333333
27.0741911111111,74.8571466666667
27.0729,74.8573244444444
27.0715377777778,74.8567022222222
27.0702022222222,74.8559911111111
27.0702022222222,74.8559911111111
27.06886,74.8552977777778
27.0675155555556,74.8546133333333
27.0660844444444,74.8541777777778
27.0646333333333,74.8538933333333
27.06318,74.8535911111111
27.0617355555556,74.85328
27.0602777777778,74.8530933333333
27.0617355555556,74.85328
27.0588266666667,74.85336
27.0574088888889,74.8534222222222
27.0563688888889,74.8529155555556
27.0558311111111,74.8522844444444
27.0558311111111,74.8522844444444
27.0557488888889,74.85208
27.0558311111111,74.8522844444444
27.0557488888889,74.85208
27.0557488888889,74.85208
27.0557488888889,74.85208
27.0557488888889,74.85208
27.0557488888889,74.85208
27.0557488888889,74.85208
27.0557,74.8518488888889
27.05546,74.8512266666667
27.0550888888889,74.8502311111111
27.0546266666667,74.8489777777778
27.0541733333333,74.8475111111111
27.0538244444444,74.8458666666667
27.0538244444444,74.8458666666667
27.0534911111111,74.84424
27.0529822222222,74.8427022222222
27.0523644444444,74.8412
27.0517377777778,74.8397155555556
27.0510977777778,74.8382222222222
27.0503133333333,74.8368444444445
27.0503133333333,74.8368444444445
27.04946,74.8355822222222
27.04862,74.83424
27.0477222222222,74.8329333333333
27.0469288888889,74.8315466666667
27.0462533333333,74.8300355555556
27.0455488888889,74.82864
27.0455488888889,74.82864
27.0447177777778,74.8278044444444
27.0433244444444,74.8273511111111
27.0419111111111,74.8268088888889
27.0407755555556,74.8256533333333
27.0396644444444,74.8245066666667
27.0383955555556,74.8236355555556
27.0383955555556,74.8236355555556
27.0371955555556,74.8226755555556
27.0360311111111,74.8216177777778
27.0348577777778,74.8206044444444
27.0335866666667,74.8197688888889
27.0323244444444,74.8189511111111
27.03106,74.8180888888889
27.03106,74.8180888888889
27.0299066666667,74.8170222222222
27.02878,74.8159377777778
27.0275444444444,74.81504
27.0262133333333,74.8143288888889
27.0249644444444,74.8135022222222
27.0238577777778,74.8124088888889
27.0238577777778,74.8124088888889
27.0226733333333,74.8114133333333
27.0216022222222,74.8102488888889
27.0204955555556,74.8091644444444
27.01934,74.8081066666667
